1,0.0
2,0.0
3,0.0
4,0.0
5,0.0009937286376953125
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0010535717010498047
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0010073184967041016
28,0.0
29,0.0
30,0.0010042190551757812
31,0.0010025501251220703
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0005965232849121094
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0010020732879638672
46,0.0
47,0.0010001659393310547
48,0.0
49,0.0
50,0.0010030269622802734
51,0.0
52,0.0009999275207519531
53,0.0
