2,8
3,6
4,7
5,6
6,2
7,7
8,8
9,6
10,6
11,7
12,6
13,3
14,6
15,7
16,13
17,7
18,7
19,7
20,7
21,6
22,4
23,6
24,7
25,7
26,7
26,14
