139, 65
139, 430
56, 65
56, 430
140, 430
140, 65
112, 430
55, 65
171, 66
171, 429
107, 424
195, 429
51, 73
107, 71
195, 66
0, 429
19, 66
136, 71
36, 73
24, 429
136, 424
160, 71
55, 430
126, 73
45, 424
35, 71
112, 424
72, 422
83, 430
24, 66
0, 73
63, 421
6, 422
60, 73
60, 71
180, 73
112, 65
126, 422
112, 71
130, 428
168, 422
0, 428
162, 73
0, 73
85, 430
74, 74
55, 421
144, 422
60, 422
154, 74
83, 65
65, 73
123, 73
120, 73
170, 428
195, 75
45, 428
123, 422
182, 421
35, 67
30, 74
160, 67
15, 67
33, 421
195, 430
150, 422
117, 428
80, 67
80, 73
183, 73
184, 421
39, 67
177, 422
28, 421
185, 74
78, 67
185, 73
91, 71
154, 421
140, 421
60, 424
182, 430
170, 428
130, 67
135, 66
75, 422
145, 421
0, 430
65, 65
0, 422
56, 74
100, 74
115, 422
112, 421
90, 73
195, 74
90, 67
140, 421
3, 422
75, 428
125, 74
5, 421
151, 424
95, 430
163, 66
77, 74
140, 74
165, 75
60, 67
20, 67
0, 430
180, 422
80, 422
150, 75
120, 421
13, 75
160, 74
69, 74
195, 421
0, 65
110, 74
120, 74
160, 424
100, 421
170, 420
0, 430
85, 73
145, 67
162, 422
125, 428
160, 424
80, 430
60, 66
65, 77
95, 67
150, 74
39, 418
13, 418
99, 74
9, 422
190, 428
195, 430
105, 428
169, 422
0, 421
76, 428
8, 430
75, 75
182, 65
60, 422
5, 79
104, 418
23, 67
108, 67
195, 418
69, 65
83, 418
165, 74
70, 65
75, 421
195, 430
150, 65
40, 74
180, 74
112, 430
155, 430
51, 418
59, 430
115, 65
51, 77
50, 428
28, 430
160, 418
68, 430
40, 75
63, 421
87, 67
119, 430
26, 77
48, 418
130, 70
115, 425
19, 416
115, 73
170, 67
147, 418
144, 70
135, 430
67, 65
133, 430
96, 418
40, 425
95, 67
126, 65
41, 65
72, 422
55, 75
150, 77
155, 428
105, 77
144, 418
179, 77
0, 73
110, 430
162, 425
195, 428
85, 73
180, 422
45, 430
175, 70
75, 421
62, 65
35, 421
195, 65
195, 430
160, 430
57, 79
41, 74
10, 67
135, 70
75, 74
90, 70
95, 428
15, 67
45, 422
54, 70
5, 74
80, 75
85, 421
133, 79
105, 73
154, 65
15, 75
179, 79
119, 65
155, 421
130, 77
95, 430
0, 70
75, 430
195, 425
45, 421
145, 425
195, 70
131, 416
95, 73
119, 79
120, 73
5, 70
45, 430
70, 422
80, 430
95, 79
15, 425
45, 75
195, 418
95, 75
147, 79
144, 75
130, 418
0, 416
165, 420
17, 420
176, 416
80, 75
75, 65
45, 428
15, 65
180, 67
140, 425
157, 79
0, 74
60, 75
100, 75
160, 75
81, 421
115, 420
91, 67
126, 73
180, 416
27, 74
120, 73
174, 79
15, 422
70, 430
30, 75
62, 74
163, 416
176, 74
119, 416
165, 422
64, 416
99, 79
