0,0.0,0.808,0.75,0.675
0,0.075,0.754,-0.75,0.675
0,0.225,0.7,-0.75,0.675
0,0.375,0.646,-0.75,0.675
0,0.525,0.592,-0.75,0.675
0,0.675,0.538,-0.75,0.675
0,0.825,0.484,-0.75,0.675
0,0.975,0.43,-0.75,0.675
0,0.9,0.376,0.75,0.675
0,0.75,0.322,0.75,0.675
0,0.6,0.268,0.75,0.675
0,0.45,0.214,0.75,0.675
0,0.3,0.16,0.75,0.675
0,0.15,0.182,0.75,-0.675
0,0.0,0.236,0.75,-0.675
0,0.075,0.29,-0.75,-0.675
0,0.225,0.344,-0.75,-0.675
0,0.375,0.398,-0.75,-0.675
0,0.525,0.452,-0.75,-0.675
0,0.675,0.506,-0.75,-0.675
0,0.825,0.56,-0.75,-0.675
0,0.975,0.614,-0.75,-0.675
0,0.9,0.668,0.75,-0.675
0,0.75,0.722,0.75,-0.675
0,0.6,0.776,0.75,-0.675
0,0.45,0.83,0.75,-0.675
0,0.3,0.808,0.75,0.675
0,0.15,0.754,0.75,0.675
0,0.0,0.7,0.75,0.675
0,0.075,0.646,-0.75,0.675
0,0.225,0.592,-0.75,0.675
0,0.375,0.538,-0.75,0.675
0,0.525,0.484,-0.75,0.675
0,0.675,0.43,-0.75,0.675
0,0.825,0.376,-0.75,0.675
0,0.975,0.322,-0.75,0.675
0,0.9,0.268,0.75,0.675
0,0.75,0.214,0.75,0.675
0,0.6,0.16,0.75,0.675
0,0.45,0.196,0.75,-0.675
0,0.3,0.25,0.75,-0.675
0,0.15,0.304,0.75,-0.675
0,0.0,0.358,0.75,-0.675
0,0.1,0.412,-0.75,-0.675
0,0.25,0.466,-0.725,-0.65
0,0.395,0.518,-0.725,-0.65
0,0.54,0.57,-0.725,-0.65
0,0.685,0.622,-0.725,-0.65
0,0.83,0.674,-0.725,-0.65
0,0.975,0.726,-0.725,-0.65
0,0.87,0.778,0.725,-0.65
0,0.725,0.83,0.725,-0.65
