182, 428
165, 420
100, 67
91, 418
99, 67
195, 422
15, 430
115, 430
0, 77
105, 79
95, 67
90, 67
185, 73
186, 73
157, 420
123, 428
10, 65
155, 75
51, 75
0, 75
22, 414
100, 412
145, 422
5, 416
96, 70
156, 418
94, 422
148, 65
15, 67
120, 428
99, 428
60, 75
155, 425
0, 420
160, 425
176, 67
100, 430
14, 419
19, 429
50, 430
0, 428
55, 422
110, 421
195, 73
57, 422
78, 418
0, 83
175, 420
55, 430
95, 73
176, 79
112, 67
120, 66
155, 67
157, 412
195, 73
13, 77
14, 78
32, 75
105, 428
40, 430
195, 429
180, 429
118, 429
95, 75
150, 75
85, 65
15, 422
100, 428
170, 428
185, 429
80, 70
170, 429
85, 424
185, 70
170, 70
133, 65
83, 429
155, 420
0, 428
176, 77
195, 419
171, 76
90, 73
110, 422
50, 429
13, 428
157, 412
150, 76
65, 425
0, 68
195, 66
56, 65
100, 428
0, 422
20, 79
35, 425
180, 430
60, 67
195, 78
159, 78
165, 422
83, 416
120, 70
98, 75
56, 65
69, 73
131, 79
112, 430
161, 430
19, 420
70, 73
13, 77
134, 73
85, 422
105, 418
52, 66
180, 422
195, 421
130, 65
5, 428
130, 430
80, 75
95, 422
105, 65
66, 414
32, 79
159, 428
48, 416
13, 67
155, 75
160, 428
153, 430
165, 427
119, 83
25, 67
175, 75
0, 422
90, 428
170, 70
110, 412
108, 425
69, 73
70, 429
115, 428
0, 420
159, 422
36, 417
45, 425
195, 77
165, 66
160, 430
84, 67
161, 416
0, 420
132, 79
63, 73
55, 65
105, 422
195, 65
70, 73
100, 418
135, 67
107, 83
125, 422
95, 428
169, 418
95, 73
57, 73
168, 422
65, 425
180, 73
75, 428
195, 422
65, 425
153, 416
178, 75
0, 65
55, 430
176, 422
35, 428
20, 70
55, 428
176, 412
160, 428
120, 420
0, 75
105, 416
135, 75
80, 420
78, 418
138, 83
192, 75
195, 75
195, 416
85, 80
123, 416
125, 70
24, 428
63, 416
83, 79
147, 420
166, 65
138, 420
138, 73
0, 79
180, 65
153, 416
90, 67
115, 420
102, 75
55, 72
26, 77
63, 430
43, 78
192, 420
138, 422
183, 67
70, 73
195, 75
70, 69
131, 75
172, 420
125, 430
27, 428
15, 73
105, 70
130, 73
195, 412
5, 430
171, 416
190, 69
70, 73
19, 79
19, 416
114, 73
157, 412
160, 67
26, 429
0, 422
85, 420
69, 420
88, 422
39, 430
99, 79
65, 418
105, 70
108, 428
135, 73
130, 429
90, 425
96, 416
51, 78
70, 72
190, 412
65, 421
