184,0.92,0.148,0.9151250000000001,0.14765999999999999
184,0.975,0.17,0.970175,0.16961600000000002
184,0.965,0.192,0.96045,0.191572
184,0.91,0.214,0.905725,0.213528
184,0.855,0.236,0.851,0.235484
184,0.8,0.258,0.796275,0.25744
184,0.745,0.28,0.74155,0.27939600000000003
184,0.69,0.302,0.686825,0.30135199999999995
184,0.635,0.324,0.6321,0.323308
184,0.58,0.346,0.577375,0.345264
184,0.525,0.368,0.5226500000000001,0.36722000000000005
184,0.47,0.39,0.467925,0.38917599999999997
184,0.415,0.412,0.4132,0.411132
184,0.36,0.434,0.358475,0.43308800000000003
184,0.305,0.456,0.30375,0.455044
184,0.25,0.478,0.2487,0.477
184,0.26,0.5,0.258425,0.498956
184,0.315,0.522,0.31315000000000004,0.520912
184,0.37,0.544,0.367875,0.542868
184,0.425,0.566,0.4226,0.564824
184,0.48,0.588,0.477325,0.58678
184,0.535,0.61,0.53205,0.6087359999999999
184,0.59,0.632,0.586775,0.630692
184,0.645,0.654,0.6415000000000001,0.652648
184,0.7,0.676,0.696225,0.6746040000000001
184,0.755,0.698,0.75095,0.69656
184,0.81,0.72,0.8056749999999999,0.7185159999999999
184,0.865,0.742,0.8604,0.740472
184,0.92,0.764,0.9151250000000001,0.762428
184,0.975,0.786,0.970325,0.784384
184,0.935,0.808,0.9306,0.8063400000000001
184,0.88,0.83,0.8758750000000001,0.828372
184,0.825,0.814,0.8211499999999999,0.812416
184,0.77,0.792,0.766425,0.79046
184,0.715,0.77,0.7117,0.768504
184,0.66,0.748,0.6569750000000001,0.746548
184,0.605,0.726,0.6022500000000001,0.724592
184,0.55,0.704,0.5475249999999999,0.7026359999999999
184,0.495,0.682,0.4928,0.68068
184,0.44,0.66,0.438075,0.6587240000000001
184,0.385,0.638,0.38335,0.636768
184,0.33,0.616,0.32862499999999994,0.614812
184,0.275,0.594,0.27390000000000003,0.592856
184,0.22,0.572,0.219175,0.5709
184,0.165,0.55,0.16445,0.548944
184,0.11,0.528,0.109725,0.526988
184,0.055,0.506,0.055,0.505032
184,0.0,0.484,-0.0001,0.483076
184,0.02,0.462,0.019625,0.46112000000000003
184,0.075,0.44,0.07435,0.439164
184,0.13,0.418,0.129075,0.417208
184,0.185,0.396,0.1838,0.395252
184,0.24,0.374,0.238525,0.373296
184,0.295,0.352,0.29325,0.35134
184,0.35,0.33,0.347975,0.329384
184,0.405,0.308,0.40270000000000006,0.307428
184,0.46,0.286,0.45742499999999997,0.285472
184,0.515,0.264,0.51215,0.26351600000000003
184,0.57,0.242,0.566875,0.24156
184,0.625,0.22,0.621625,0.2196
184,0.675,0.2,0.671375,0.19963999999999998
184,0.725,0.18,0.721125,0.17968
184,0.775,0.16,0.7708750000000001,0.15966
